1.952566279639297591e+02,4.549799004863239182e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.582975978638869297e-01,0.000000000000000000e+00,9.420759962928637599e-01,2.314643188137164020e-01,1.180906882332443274e+03
1.138127906225571867e-05,5.195508761580103219e-01,6.571048180750552236e-04,8.662831851622811163e-02,5.569160441893024061e-01,5.069268293589481722e-01,7.718823317090778291e-01,2.147626782169283488e-01,1.062231278123197598e+02
9.361572049130166377e-04,6.947172607428599989e-01,8.422091356179542713e-04,0.000000000000000000e+00,2.590133997205006922e-01,3.736773473005571833e-01,6.677766005751475387e-01,1.512032692598758998e-01,1.936112067169007389e+02
9.950928903766797129e-06,4.277540363295154191e-01,8.567319754811468209e-04,0.000000000000000000e+00,3.693022634406996629e-01,5.327905440549669525e-01,9.277555682467161224e-01,4.026270702455739259e-02,7.291102216878276643e+00
2.682609717356283438e-02,4.375473444316487770e-01,3.634114156409042973e-04,6.056856927348405317e-04,3.690294924906563079e-01,3.359051198471892929e-01,8.950276243093923112e-01,4.066298342541436739e-01,1.995936219942325636e+02
8.565644100573857264e-03,5.938278494387033701e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.094827765380773754e-01,0.000000000000000000e+00,9.903489235337787910e-01,1.727913882702301340e-01,7.710490014735172792e+01
1.485567827427514143e-01,4.410071818126081733e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.610499859126751199e-01,0.000000000000000000e+00,9.990338164251207909e-01,1.561996779388083734e-01,5.004617059908147070e+01
1.696803768859782291e-02,5.297079838069386204e-01,6.997743581116482904e-03,0.000000000000000000e+00,3.713160013501254353e-01,5.356957537505456779e-01,9.529830106677202872e-01,1.993283287238245827e-01,1.029375668309185556e+02
4.539940887243975263e-06,3.093916338343664640e-01,1.390357752593562035e-01,2.317262920989270059e-02,7.245228383102755298e-01,6.594891080170263153e-01,5.934485079649989281e-01,2.268341934036347263e-01,6.740155298152487262e+01
6.796993398837183897e-02,4.089927527845724220e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.656631781320355268e-01,0.000000000000000000e+00,9.781865965834428689e-01,2.814717477003942370e-01,6.549345490842377160e+01
3.349960412736833204e-01,1.780788602103941243e-01,1.167382277898888765e-02,0.000000000000000000e+00,3.592334551179195423e-01,5.182643242200305478e-01,9.379194630872482730e-01,2.947427293064877052e-01,5.347908420388868223e+01
1.130367913988120703e-05,5.248536602892729386e-01,1.097102132711690948e-04,1.212297856646418481e-01,5.951427874550936359e-01,5.417223105856646681e-01,7.755517826825126804e-01,1.438030560271646996e-01,7.726229492441146363e+01
3.156225760801194289e-06,5.870114508275303677e-01,6.787780311648568266e-02,1.862693201801234738e-02,5.694956597851041913e-01,5.183772889301336839e-01,8.446875000000000355e-01,1.017187499999999967e-01,3.856988625603154475e+01
7.112382607963115000e-02,4.036485140627694146e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.661942891010803169e-01,0.000000000000000000e+00,9.770208164368748838e-01,1.267910246012435849e-01,3.779836148641830107e+01
2.508141640323230718e-04,4.838202964210594481e-01,1.052469646336870576e-04,0.000000000000000000e+00,3.522377029232310885e-01,5.081715872214654928e-01,7.157459765115267158e-01,1.661591996520226100e-01,1.214017397593718073e+02
3.299295663839894525e-06,3.440265491745586601e-01,4.165893314104271439e-02,0.000000000000000000e+00,4.994909314651742038e-01,7.206130897938158864e-01,8.676314860571832099e-01,1.020120014119308138e-01,1.552687084994384747e+01
8.723091945193530586e-07,3.322924960216291912e-01,1.191535477867532514e-02,6.930359412086668260e-03,4.533406498137948493e-01,4.126484424850165311e-01,9.213988919667589483e-01,5.020775623268698001e-02,1.370530157732829046e+01
3.527748720417384965e-05,4.751300832421686549e-01,2.665526413700805911e-03,0.000000000000000000e+00,3.693754816612601632e-01,5.328961756186723076e-01,7.917247791724779660e-01,1.255230125523012497e-01,1.436625096805441970e+01
1.698177346359584000e-06,4.132976073481732793e-01,1.549202841407786718e-02,3.544066774179457230e-02,5.832799110620515703e-01,4.207475175696887559e-01,8.352093651508329941e-01,1.807744259342638493e-01,3.870053313709821197e+01
1.077769409036176906e+00,4.083310719035601055e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.657327424996020260e-01,0.000000000000000000e+00,8.929035612165323599e-01,2.669612685209253877e-01,4.269399441812007353e+03
1.343989063090680336e-01,4.581020464180282081e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.576234602927887973e-01,0.000000000000000000e+00,9.450392576730906047e-01,1.046871282417320970e-01,4.860186411382302367e+02
4.043766386359293197e-02,5.220957909102029726e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.393122475467401089e-01,0.000000000000000000e+00,9.863874345549737965e-01,3.772251308900523292e-01,7.761160263074567922e+01
1.182718007713156674e-05,2.793652774909352043e-01,6.663871918985711518e-02,0.000000000000000000e+00,5.367453503305903428e-01,7.743598551421519982e-01,8.042007831968671638e-01,1.968672125311498877e-01,6.328422612480915177e+01
6.324277320097675473e-04,1.164913416342040903e-01,2.497148455053123731e-02,1.246039051430061079e-01,6.020964991475887818e-01,5.480518517388274224e-01,4.664125774178179973e-01,1.229156741305383466e-01,1.902620600692729340e+02
1.627831934899471309e-04,4.382255789668621504e-01,2.017379744099076153e-02,0.000000000000000000e+00,4.402913253387930048e-01,6.352061116127059037e-01,8.221198156682028024e-01,8.433179723502304270e-02,3.270315028510444932e+01
7.635621166502433255e+01,5.705936931611893526e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.201475072655146081e-01,0.000000000000000000e+00,9.612689044632977131e-01,1.691257838436001359e-01,1.053377907270881451e+03
8.979971927321189892e-04,2.462234893957583048e-01,1.236744697879151728e-01,0.000000000000000000e+00,6.035783839785531235e-01,8.707795413536332241e-01,6.575388776200135066e-01,1.064908722109533523e-01,5.053135684692095992e+02
1.423589760117528469e-01,4.533730302783559041e-01,2.106403521847870913e-02,0.000000000000000000e+00,4.399473535173898942e-01,6.347098651717620887e-01,9.432821943282194699e-01,2.082752208275220895e-01,7.513825044237668749e+01
1.587016027799847506e-04,2.915090122288155339e-01,1.513625028685348373e-01,0.000000000000000000e+00,6.451227561695844770e-01,9.307154010904794550e-01,6.553304389773275673e-01,1.068499758803666128e-01,3.122710381387478265e+02
3.082035501787361124e-03,2.555055359532789616e-01,4.451315957374198215e-04,3.338486968030648797e-04,3.547477088190921779e-01,3.229052801231329650e-01,5.071645679548415497e-01,1.198436821537125496e-01,1.981988061135730561e+02
6.313754107973255101e-04,2.026098932991811374e-01,1.767542853534110614e-01,1.560252203624057322e-03,6.398592061699168720e-01,5.824249489741671892e-01,5.251609128145113825e-01,1.301930953774136923e-01,3.447889830302563610e+02
9.119265705061692373e-02,4.157557672800812343e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.648910796032796555e-01,0.000000000000000000e+00,9.657901455195302409e-01,5.795251467960173264e-02,1.777382805469192704e+02
