1.008944744826298440e+06, 7.662958061661297688e+04, 2.244369409765540331e+04, 1.604596000000000000e+06, 2.111000000000000000e+03, 1.765650000000000000e+06, 1.840000000000000000e+02, 2.542069012946893461e+06, 2.344719280795388855e+06, 1.486718456595365424e+06, 2.137464000000000000e+06, 2.260000000000000000e+02
1.096658925973535981e+06, 5.238941096863728308e+04, 2.443439001802567509e+04, 1.664813000000000000e+06, 2.179000000000000000e+03, 2.487484000000000000e+06, 2.050000000000000000e+02, 2.751626364347517490e+06, 2.275104943917701021e+06, 1.495112482630994637e+06, 3.084557000000000000e+06, 2.160000000000000000e+02
1.213521365022662561e+06, 7.384898329417796049e+04, 1.694916143226039821e+03, 1.260149000000000000e+06, 1.483000000000000000e+03, 2.129756000000000000e+06, 1.870000000000000000e+02, 3.217829449324064888e+06, 1.788237092445303919e+06, 1.104850409731157823e+06, 1.613057000000000000e+06, 1.560000000000000000e+02
1.012315253439355758e+06, 1.156404239857719949e+04, 1.059837306229098431e+03, 2.484960000000000000e+05, 4.780000000000000000e+02, 8.832430000000000000e+05, 6.300000000000000000e+01, 2.767074764623087365e+06, 3.650868265251007397e+05, 1.458321603322459850e+05, 1.514704000000000000e+06, 1.020000000000000000e+02
9.967171332009504549e+05, 8.281728390183269221e+04, 3.933718948669247766e+04, 1.505986000000000000e+06, 2.737000000000000000e+03, 3.172239000000000000e+06, 2.680000000000000000e+02, 2.273477526707608253e+06, 1.863987740706200479e+06, 2.004226986674753716e+06, 3.493669000000000000e+06, 2.410000000000000000e+02
1.102755700037197210e+06, 4.038466790065301757e+04, 3.510386967455951890e+03, 1.086616000000000000e+06, 1.640000000000000000e+03, 2.217325000000000000e+06, 1.700000000000000000e+02, 2.851736586786690168e+06, 1.468543717309443746e+06, 1.015129010869457736e+06, 2.404358000000000000e+06, 1.800000000000000000e+02
8.987512876523273299e+05, 3.640652675632069440e+04, 1.308505580822519187e+04, 8.086650000000000000e+05, 1.373000000000000000e+03, 2.075379000000000000e+06, 1.520000000000000000e+02, 2.379323468946867622e+06, 9.974221971529629081e+05, 8.828371729099639924e+05, 2.367839000000000000e+06, 1.530000000000000000e+02
1.119773730717764003e+06, 6.435624839956234064e+04, 9.775537964609640767e+03, 1.714586000000000000e+06, 2.269000000000000000e+03, 2.119862000000000000e+06, 1.910000000000000000e+02, 3.043060550457099918e+06, 2.538442849250798114e+06, 1.151187667358737439e+06, 3.242020000000000000e+06, 2.190000000000000000e+02
1.262975775398326805e+06, 3.969812661573789956e+04, 1.137509768013167559e+04, 1.154284000000000000e+06, 2.260000000000000000e+03, 2.407234000000000000e+06, 2.170000000000000000e+02, 3.228888272032099776e+06, 1.605174773964794818e+06, 1.050916575592131121e+06, 2.992848000000000000e+06, 3.010000000000000000e+02
1.009925946714361082e+06, 9.401149589687067783e+04, 8.270120896044845722e+03, 1.637244000000000000e+06, 1.879000000000000000e+03, 2.012625000000000000e+06, 1.470000000000000000e+02, 2.317905620867171790e+06, 2.212762903387204278e+06, 1.787627503681905102e+06, 2.451045000000000000e+06, 2.170000000000000000e+02
5.711268971628511790e+05, 2.049556056744977468e+04, 1.697170496155565161e+03, 7.730130000000000000e+05, 1.052000000000000000e+03, 7.023310000000000000e+05, 4.900000000000000000e+01, 1.570915820473362459e+06, 1.031792595583247137e+06, 6.086260336924715666e+05, 8.898760000000000000e+05, 5.800000000000000000e+01
1.153266608921833104e+06, 4.906441168724805175e+04, 6.691168942616804998e+03, 1.028575000000000000e+06, 1.723000000000000000e+03, 1.722003000000000000e+06, 1.630000000000000000e+02, 3.252702510220851749e+06, 1.405388768069103360e+06, 6.910860996112916619e+05, 2.578761000000000000e+06, 2.420000000000000000e+02
1.250058569127802504e+06, 3.738123693427645776e+04, 4.734240590845221959e+03, 8.739550000000000000e+05, 1.396000000000000000e+03, 2.790644000000000000e+06, 2.310000000000000000e+02, 3.167099776201387402e+06, 1.428780463759048842e+06, 6.763049353287093109e+05, 3.005907000000000000e+06, 2.290000000000000000e+02
