1.008606785735186655e+06,7.652052827640598116e+04,2.248655570109656037e+04,1.604596000000000000e+06,2.111000000000000000e+03,1.765650000000000000e+06,1.840000000000000000e+02,2.541736126367399469e+06,2.345158471625034232e+06,1.486453919837381924e+06,2.137464000000000000e+06,2.260000000000000000e+02
1.008384297970979474e+06,7.663736823794305383e+04,2.244453710351525297e+04,1.604596000000000000e+06,2.111000000000000000e+03,1.765650000000000000e+06,1.840000000000000000e+02,2.542185387352071702e+06,2.345328377558917738e+06,1.486661871094015893e+06,2.137464000000000000e+06,2.260000000000000000e+02
1.096910061331490986e+06,5.244849799809011893e+04,2.441567745700936939e+04,1.664813000000000000e+06,2.179000000000000000e+03,2.487484000000000000e+06,2.050000000000000000e+02,2.752194894299262203e+06,2.275223179951658472e+06,1.495087868889523670e+06,3.084557000000000000e+06,2.160000000000000000e+02
1.214065241176493466e+06,7.374254930332885124e+04,1.700534081724370026e+03,1.260149000000000000e+06,1.483000000000000000e+03,2.129756000000000000e+06,1.870000000000000000e+02,3.217350104270340409e+06,1.788278135350487428e+06,1.105089762680658838e+06,1.613057000000000000e+06,1.560000000000000000e+02
1.012014431729080505e+06,1.157026978911998594e+04,1.054743046638604028e+03,2.484960000000000000e+05,4.780000000000000000e+02,8.832430000000000000e+05,6.300000000000000000e+01,2.767207546725284308e+06,3.650622322000185959e+05,1.461826278316126845e+05,1.514704000000000000e+06,1.020000000000000000e+02
9.969793304358609021e+05,8.280629229856182064e+04,3.936075872318542679e+04,1.505986000000000000e+06,2.737000000000000000e+03,3.172239000000000000e+06,2.680000000000000000e+02,2.273066250201629940e+06,1.864576789265350904e+06,2.004138954098778078e+06,3.493669000000000000e+06,2.410000000000000000e+02
1.102916521399992285e+06,4.030379294583918818e+04,3.508184561369987932e+03,1.086616000000000000e+06,1.640000000000000000e+03,2.217325000000000000e+06,1.700000000000000000e+02,2.851238863715586253e+06,1.468133037615130655e+06,1.015154722869884106e+06,2.404358000000000000e+06,1.800000000000000000e+02
8.987645879396961536e+05,3.635676187289471272e+04,1.308141579340793578e+04,8.086650000000000000e+05,1.373000000000000000e+03,2.075379000000000000e+06,1.520000000000000000e+02,2.378900490560589824e+06,9.973207569181167055e+05,8.827236576504168333e+05,2.367839000000000000e+06,1.530000000000000000e+02
1.119711326189033221e+06,6.432485798230901855e+04,9.764272035309322746e+03,1.714586000000000000e+06,2.269000000000000000e+03,2.119862000000000000e+06,1.910000000000000000e+02,3.042562779934305698e+06,2.538527305740133859e+06,1.151086695107743144e+06,3.242020000000000000e+06,2.190000000000000000e+02
1.263345730766653782e+06,3.974593982090421196e+04,1.136886631613968711e+04,1.154284000000000000e+06,2.260000000000000000e+03,2.407234000000000000e+06,2.170000000000000000e+02,3.228803514499414712e+06,1.605001020653473679e+06,1.050881274350030348e+06,2.992848000000000000e+06,3.010000000000000000e+02
1.010299974283757270e+06,9.401790284946617612e+04,8.282866174240683904e+03,1.637244000000000000e+06,1.879000000000000000e+03,2.012625000000000000e+06,1.470000000000000000e+02,2.317804606170786079e+06,2.212938275801151525e+06,1.788083320884733927e+06,2.451045000000000000e+06,2.170000000000000000e+02
5.711491361891301349e+05,2.050871855672291713e+04,1.716088405887485351e+03,7.730130000000000000e+05,1.052000000000000000e+03,7.023310000000000000e+05,4.900000000000000000e+01,1.570936479567567585e+06,1.031591334426877438e+06,6.084418528791692806e+05,8.898760000000000000e+05,5.800000000000000000e+01
1.153206798733172007e+06,4.914723974930922122e+04,6.654139257727234508e+03,1.028575000000000000e+06,1.723000000000000000e+03,1.722003000000000000e+06,1.630000000000000000e+02,3.252906116647613235e+06,1.404998745336828753e+06,6.911193187762107700e+05,2.578761000000000000e+06,2.420000000000000000e+02
1.250142354986855062e+06,3.743760058175917948e+04,4.745625838857658891e+03,8.739550000000000000e+05,1.396000000000000000e+03,2.790644000000000000e+06,2.310000000000000000e+02,3.166751966112616472e+06,1.428917896751678316e+06,6.763724323023809120e+05,3.005907000000000000e+06,2.290000000000000000e+02
1.060517200401013484e+06,2.927073325847009983e+04,3.371690528208586329e+03,7.769280000000000000e+05,1.051000000000000000e+03,1.477240000000000000e+06,1.250000000000000000e+02,2.853618118250187952e+06,1.221572691617867909e+06,5.486299507235005731e+05,2.029828000000000000e+06,1.640000000000000000e+02
1.243212020866732812e+06,4.661131988839301630e+04,8.979502759725141914e+02,1.046775000000000000e+06,1.686000000000000000e+03,2.461667000000000000e+06,1.790000000000000000e+02,3.417806829447843134e+06,1.566909535929989070e+06,7.301295362071169075e+05,2.888100000000000000e+06,2.540000000000000000e+02
8.569067133590577869e+05,2.074263790586262257e+04,1.056897577625362828e+03,4.754810000000000000e+05,1.052000000000000000e+03,1.134349000000000000e+06,9.100000000000000000e+01,2.186057210130418185e+06,6.870476156302805757e+05,4.597715891403990681e+05,1.377039000000000000e+06,1.100000000000000000e+02
1.134455748147440143e+06,2.151638723579516954e+04,2.523414511780919383e+03,6.217780000000000000e+05,1.315000000000000000e+03,2.600806000000000000e+06,1.910000000000000000e+02,2.802803410420084372e+06,8.903198133095458616e+05,7.129800712987133302e+05,2.224137000000000000e+06,2.140000000000000000e+02
5.837487516433874844e+05,2.611662788873978570e+04,7.202949317004584373e+03,7.701760000000000000e+05,1.048000000000000000e+03,8.321160000000000000e+05,8.400000000000000000e+01,1.501427485087948153e+06,1.166411170172011713e+06,5.766917709276956739e+05,1.398581000000000000e+06,1.260000000000000000e+02
